     4550.100      0.3311199    
     4550.800      0.4177661    
     4551.500      0.7227838    
     4552.200       1.203263    
     4552.900      0.9938312    
     4553.600      0.5458607    
     4554.300      0.3144122    
     4555.000      0.3755327    
     4555.700      0.5148661    
     4556.400      0.5114279    
     4557.100      0.3785287    
     4557.800      0.3955679    
     4558.500      0.6298470    
     4559.200      0.2042559    
     4559.900      0.6017203    
     4560.600      0.7346767    
     4561.300      0.6238365    
     4562.000       1.140155    
     4562.700       1.334036    
     4563.400      0.9328634    
     4564.100      0.3663337    
     4564.800      0.6219693    
     4565.500      0.7006603    
     4566.200      0.3974281    
     4566.900      0.3946336    
     4567.600      0.5900512    
     4568.300      0.6443650    
     4569.000      0.7657987    
     4569.700      0.8374029    
     4570.400      0.4021949    
     4571.100      0.7781924    
     4571.800      0.5941150    
     4572.500      0.1906406    
     4573.200      0.2618577    
     4573.900      0.6001898    
     4574.600      0.6296110    
     4575.300      0.5765299    
     4576.000      0.4216513    
     4576.700      0.2449004    
     4577.400      0.6691961    
     4578.100      0.6887996    
     4578.800      0.4308638    
     4579.500      0.6202372    
     4580.200      0.5622349    
     4580.900      0.2710251    
     4581.600      0.1869841    
     4582.300      0.2712918    
     4583.000      0.3125671    
     4583.700      0.5785209    
     4584.400      0.5074269    
     4585.100      0.3933892    
     4585.800      0.3950889    
     4586.500      0.2910951    
     4587.200      0.6952635    
     4587.900      0.4860911    
     4588.600      0.3355230    
     4589.300      0.4013647    
     4590.000      0.5851738    
     4590.700      0.5836573    
     4591.400      0.5831420    
     4592.100      0.5617725    
     4592.800      0.4219960    
     4593.500      0.2687702    
     4594.200      0.4730092    
     4594.900      0.5315806    
     4595.600      0.5294001    
     4596.300      0.5799672    
     4597.000      0.4536434    
     4597.700      0.6835978    
     4598.400      0.4462425    
     4599.100      0.4596606    
     4599.800      0.3595664    
     4600.500      0.6675145    
     4601.200      0.9589070    
     4601.900       1.427549    
     4602.600       1.058818    
     4603.300      0.3931461    
     4604.000      0.6033051E-01
     4604.700      0.5152174    
     4605.400      0.5461130    
     4606.100      0.2715522    
     4606.800      0.4291989    
     4607.500      0.4095985    
     4608.200      0.7275073    
     4608.900       1.212487    
     4609.600       1.891735    
     4610.300       1.314716    
     4611.000      0.9971089    
     4611.700      0.7968385    
     4612.400      0.3770269    
     4613.100      0.7469965    
     4613.800       1.148830    
     4614.500      0.9763730    
     4615.200      0.4675555    
     4615.900      0.2995516    
     4616.600      0.3270773    
     4617.300      0.5327671    
     4618.000      0.4167792    
     4618.700      0.1368160    
     4619.400      0.2953676    
     4620.100      0.5336311    
     4620.800      0.6774968    
     4621.500       1.052080    
     4622.200      0.7363368    
     4622.900      0.7371348    
     4623.600      0.4714013    
     4624.300      0.3100625    
     4625.000      0.5276319    
     4625.700      0.5414817    
     4626.400      0.6566127    
     4627.100      0.6114318    
     4627.800      0.3762749    
     4628.500      0.5401322    
     4629.200      0.4919200    
     4629.900      0.9876328    
     4630.600       1.625274    
     4631.300       1.520054    
     4632.000      0.6929510    
     4632.700      0.3700677    
     4633.400      0.6345955    
     4634.100      0.8109920    
     4634.800      0.9800726    
     4635.500      0.7032992    
     4636.200      0.5936046    
     4636.900      0.5006870    
     4637.600       1.132658    
     4638.300       2.438193    
     4639.000       3.298895    
     4639.700       2.707023    
     4640.400       2.700636    
     4641.100       4.505110    
     4641.800       6.024946    
     4642.500       4.768793    
     4643.200       1.594312    
     4643.900      0.4127964    
     4644.600      0.4232312    
     4645.300      0.5154605    
     4646.000      0.6800308    
     4646.700      0.9872610    
     4647.400      0.7458226    
     4648.100       2.892729    
     4648.800       7.131062    
     4649.500       7.456139    
     4650.200       5.036804    
     4650.900       3.437834    
     4651.600       2.393440    
     4652.300      0.9419210    
     4653.000      0.7259685    
     4653.700      0.4987458    
     4654.400      0.6328234    
     4655.100      0.5761728    
     4655.800      0.3959014    
     4656.500      0.5175519    
     4657.200      0.4997022    
     4657.900      0.2754647    
     4658.600      0.1832620    
     4659.300      0.4393718    
     4660.000      0.3908370    
     4660.700       1.766072    
     4661.400       3.514238    
     4662.100       3.624154    
     4662.800       1.472882    
     4663.500      0.4012451    
     4664.200      0.4148826    
     4664.900      0.2545775    
     4665.600      0.2443866    
     4666.300      0.4380012    
     4667.000      0.3913361    
     4667.700      0.2006154    
     4668.400      0.6248868    
     4669.100      0.7130051    
     4669.800      0.4131950    
     4670.500      0.4386289    
     4671.200      0.5373127    
     4671.900      0.4012743    
     4672.600      0.4791064    
     4673.300      0.6075076    
     4674.000      0.8584210    
     4674.700      0.7064636    
     4675.400       1.338988    
     4676.100       2.413850    
     4676.800       2.081078    
     4677.500       1.073791    
     4678.200       1.000173    
     4678.900      0.7656228    
     4679.600      0.4494024    
     4680.300      0.1044689    
     4681.000      0.3160016    
     4681.700      0.4782463    
     4682.400      0.2963799    
     4683.100      0.6033961    
     4683.800      0.2914147    
     4684.500       2.320306    
     4685.200       10.89539    
     4685.900       13.19780    
     4686.600       7.325615    
     4687.300       1.087029    
     4688.000      0.4831286    
     4688.700      0.5687950    
     4689.400      0.4038480    
     4690.100      0.5578674    
     4690.800      0.4476661    
     4691.500      0.1983759    
     4692.200      0.1783916    
     4692.900      0.3320316    
     4693.600      0.6634569    
     4694.300      0.7430353    
     4695.000      0.9809223    
     4695.700      0.9753325    
     4696.400      0.6718725    
     4697.100      0.6806184    
     4697.800      0.4663695    
     4698.500      0.4462409    
     4699.200      0.9363420    
     4699.900      0.7370139    
     4700.600      0.6020140    
     4701.300      0.7627583    
     4702.000      0.5435236    
     4702.700      0.1895627    
     4703.400      0.1674544    
     4704.100      0.4159120    
     4704.800      0.7279650    
     4705.500      0.6657225    
     4706.200      0.3322470    
     4706.900      0.4506930    
     4707.600      0.8225059    
     4708.300      0.4798244    
     4709.000      0.4227958    
     4709.700      0.3736026    
     4710.400      0.9898109    
     4711.100       1.506310    
     4711.800       1.717298    
     4712.500       2.101548    
     4713.200       2.093363    
     4713.900       1.577732    
     4714.600      0.6356233    
     4715.300      0.4984196    
     4716.000      0.8412055    
     4716.700      0.5888020    
     4717.400      0.7031770    
     4718.100      0.5212518    
     4718.800      0.8400489    
     4719.500      0.5383804    
     4720.200      0.3524692    
     4720.900      0.2518573    
     4721.600      0.2075021    
     4722.300      0.2916604    
     4723.000      0.6310669    
     4723.700      0.8098712    
     4724.400      0.2987773    
     4725.100      0.4041493    
     4725.800      0.5812008    
     4726.500      0.4317816    
     4727.200      0.3630464    
     4727.900      0.5762497    
     4728.600      0.3915833    
     4729.300      0.3401852    
     4730.000      0.1213103    
     4730.700      0.4509282    
     4731.400      0.7503136    
     4732.100      0.6193302    
     4732.800      0.1520485    
     4733.500      0.2140019    
     4734.200      0.5216424    
     4734.900      0.4047863    
     4735.600      0.3975677    
     4736.300      0.5340508    
     4737.000      0.8339484E-01
     4737.700      0.9876493E-01
     4738.400      0.2356492    
     4739.100      0.7579619    
     4739.800       1.101002    
     4740.500       1.234162    
     4741.200      0.7536721    
     4741.900      0.3941374    
     4742.600      0.3450201    
     4743.300      0.4793336    
